AT,V,AP,RH,PE,AT-V,AT-AP,AT-RH,AT-PE,AP-RH,AP-PE
26.19,73.77,1001.31,91.87,433.34,0.36,0.03,0.29,0.06,10.90,2.31
28.28,61.86,1012.07,64.49,439.65,0.46,0.03,0.44,0.06,15.69,2.30
13.39,49.83,1007.14,90.88,466.04,0.27,0.01,0.15,0.03,11.08,2.16
24.36,68.61,1010.27,63.78,448.71,0.36,0.02,0.38,0.05,15.84,2.25
23.07,50.05,1006.90,86.98,442.97,0.46,0.02,0.27,0.05,11.58,2.27
30.11,70.80,1008.57,69.25,432.33,0.43,0.03,0.43,0.07,14.56,2.33
20.55,48.98,1016.10,63.89,452.52,0.42,0.02,0.32,0.05,15.90,2.25
15.48,41.66,1009.55,66.74,467.06,0.37,0.02,0.23,0.03,15.13,2.16
32.21,70.94,1006.76,47.56,430.06,0.45,0.03,0.68,0.07,21.17,2.34
25.54,70.47,1009.28,73.50,436.16,0.36,0.03,0.35,0.06,13.73,2.31
25.33,71.32,1007.05,85.31,434.68,0.36,0.03,0.30,0.06,11.80,2.32
21.24,63.47,1011.86,97.02,442.94,0.33,0.02,0.22,0.05,10.43,2.28
14.57,39.28,1015.10,76.94,469.27,0.37,0.01,0.19,0.03,13.19,2.16
25.27,63.91,1009.82,75.48,440.39,0.40,0.03,0.33,0.06,13.38,2.29
27.76,69.40,1004.27,72.25,430.68,0.40,0.03,0.38,0.06,13.90,2.33
19.43,52.90,1018.35,61.12,456.08,0.37,0.02,0.32,0.04,16.66,2.23
28.60,61.86,1011.86,62.13,439.74,0.46,0.03,0.46,0.07,16.29,2.30
23.79,58.20,1016.77,55.88,446.88,0.41,0.02,0.43,0.05,18.20,2.28
11.41,39.61,1018.69,69.44,467.19,0.29,0.01,0.16,0.02,14.67,2.18
14.64,39.58,1011.46,71.90,467.80,0.37,0.01,0.20,0.03,14.07,2.16
6.65,40.77,1021.79,88.84,482.90,0.16,0.01,0.07,0.01,11.50,2.12
9.12,41.49,1020.58,96.23,475.69,0.22,0.01,0.09,0.02,10.61,2.15
25.62,73.17,1011.65,86.45,430.56,0.35,0.03,0.30,0.06,11.70,2.35
24.75,58.79,1009.87,71.97,444.79,0.42,0.02,0.34,0.06,14.03,2.27
15.50,44.92,1024.16,86.44,462.12,0.35,0.02,0.18,0.03,11.85,2.22
18.52,58.41,1013.77,99.89,446.68,0.32,0.02,0.19,0.04,10.15,2.27
28.38,72.39,998.93,73.85,432.02,0.39,0.03,0.38,0.07,13.53,2.31
11.79,45.09,1013.16,89.17,469.49,0.26,0.01,0.13,0.03,11.36,2.16
27.18,59.27,1012.57,64.18,439.69,0.46,0.03,0.42,0.06,15.78,2.30
19.75,54.20,1011.43,83.50,448.89,0.36,0.02,0.24,0.04,12.11,2.25
25.45,70.04,1011.20,82.48,430.20,0.36,0.03,0.31,0.06,12.26,2.35
21.93,58.96,1014.23,58.58,453.42,0.37,0.02,0.37,0.05,17.31,2.24
8.66,40.11,1032.86,75.31,479.76,0.22,0.01,0.11,0.02,13.71,2.15
23.33,58.95,1017.93,66.37,442.71,0.40,0.02,0.35,0.05,15.34,2.30
20.29,49.69,1008.94,69.91,454.74,0.41,0.02,0.29,0.04,14.43,2.22
31.99,53.53,1004.98,53.53,432.43,0.60,0.03,0.60,0.07,18.77,2.32
25.21,69.48,1010.99,75.27,436.02,0.36,0.02,0.33,0.06,13.43,2.32
5.51,35.57,1026.30,78.97,489.36,0.15,0.01,0.07,0.01,13.00,2.10
16.00,39.16,1016.37,77.63,468.49,0.41,0.02,0.21,0.03,13.09,2.17
5.79,38.68,1017.19,70.46,487.40,0.15,0.01,0.08,0.01,14.44,2.09
17.77,56.53,1019.57,79.89,457.94,0.31,0.02,0.22,0.04,12.76,2.23
9.52,39.61,1021.18,73.78,478.79,0.24,0.01,0.13,0.02,13.84,2.13
27.00,60.96,1012.36,58.97,450.15,0.44,0.03,0.46,0.06,17.17,2.25
24.34,50.16,1004.78,74.00,445.33,0.49,0.02,0.33,0.05,13.58,2.26
20.86,67.25,1017.45,81.45,444.50,0.31,0.02,0.26,0.05,12.49,2.29
13.44,40.69,1014.54,77.97,473.00,0.33,0.01,0.17,0.03,13.01,2.14
13.97,41.16,1020.88,74.88,459.84,0.34,0.01,0.19,0.03,13.63,2.22
10.96,45.01,1017.97,95.82,468.64,0.24,0.01,0.11,0.02,10.62,2.17
21.83,63.13,1013.40,85.82,443.41,0.35,0.02,0.25,0.05,11.81,2.29
25.22,69.88,1007.17,80.26,443.24,0.36,0.03,0.31,0.06,12.55,2.27
22.50,45.38,1014.11,65.08,458.19,0.50,0.02,0.35,0.05,15.58,2.21
21.03,69.05,1002.17,75.35,444.35,0.30,0.02,0.28,0.05,13.30,2.26
26.27,62.91,1011.97,48.06,447.76,0.42,0.03,0.55,0.06,21.06,2.26
20.99,50.12,1008.82,95.97,448.07,0.42,0.02,0.22,0.05,10.51,2.25
18.06,56.65,1020.20,81.59,459.14,0.32,0.02,0.22,0.04,12.50,2.22
10.12,40.00,1021.15,91.67,479.62,0.25,0.01,0.11,0.02,11.14,2.13
26.25,61.02,1011.47,71.22,436.44,0.43,0.03,0.37,0.06,14.20,2.32
13.08,39.82,1012.27,85.21,476.96,0.33,0.01,0.15,0.03,11.88,2.12
24.28,68.31,1009.94,77.08,440.07,0.36,0.02,0.31,0.06,13.10,2.29
32.92,69.05,1000.74,39.61,426.61,0.48,0.03,0.83,0.08,25.26,2.35
23.68,68.12,1011.18,72.45,441.54,0.35,0.02,0.33,0.05,13.96,2.29
7.81,39.64,1011.42,86.68,482.22,0.20,0.01,0.09,0.02,11.67,2.10
23.60,65.48,1017.44,61.26,444.38,0.36,0.02,0.39,0.05,16.61,2.29
14.50,40.66,1016.81,82.93,463.53,0.36,0.01,0.17,0.03,12.26,2.19
18.84,40.79,1005.18,92.46,459.96,0.46,0.02,0.20,0.04,10.87,2.19
11.69,39.22,1017.05,55.51,472.76,0.30,0.01,0.21,0.02,18.32,2.15
14.58,41.92,1030.42,61.96,462.69,0.35,0.01,0.24,0.03,16.63,2.23
9.33,36.30,1027.88,79.23,479.60,0.26,0.01,0.12,0.02,12.97,2.14
14.93,39.16,1007.25,72.35,463.20,0.38,0.01,0.21,0.03,13.92,2.17
6.37,41.03,1022.23,80.36,490.47,0.16,0.01,0.08,0.01,12.72,2.08
6.16,38.50,1012.83,93.68,490.92,0.16,0.01,0.07,0.01,10.81,2.06
12.45,40.56,1017.84,66.52,477.41,0.31,0.01,0.19,0.03,15.30,2.13
19.55,56.53,1020.20,78.10,455.56,0.35,0.02,0.25,0.04,13.06,2.24
18.62,59.15,1012.85,82.54,450.81,0.31,0.02,0.23,0.04,12.27,2.25
14.13,43.41,1015.26,55.63,461.96,0.33,0.01,0.25,0.03,18.25,2.20
21.12,49.15,1021.29,52.90,456.92,0.43,0.02,0.40,0.05,19.31,2.24
13.63,43.50,1022.12,84.32,468.28,0.31,0.01,0.16,0.03,12.12,2.18
18.60,41.67,1013.07,64.23,458.91,0.45,0.02,0.29,0.04,15.77,2.21
7.19,38.91,1016.53,88.61,486.05,0.18,0.01,0.08,0.01,11.47,2.09
19.96,56.03,1020.59,64.95,454.67,0.36,0.02,0.31,0.04,15.71,2.24
15.22,41.67,1013.18,67.17,469.93,0.37,0.02,0.23,0.03,15.08,2.16
13.52,41.48,1014.46,67.12,460.76,0.33,0.01,0.20,0.03,15.11,2.20
18.04,44.85,1015.13,48.40,463.31,0.40,0.02,0.37,0.04,20.97,2.19
27.81,66.51,1016.11,48.48,439.48,0.42,0.03,0.57,0.06,20.96,2.31
26.10,58.90,1004.18,71.63,444.40,0.44,0.03,0.36,0.06,14.02,2.26
27.99,71.58,1010.68,68.99,435.99,0.39,0.03,0.41,0.06,14.65,2.32
20.08,44.60,1014.91,36.27,461.07,0.45,0.02,0.55,0.04,27.98,2.20
19.89,50.78,1008.85,92.97,446.35,0.39,0.02,0.21,0.04,10.85,2.26
6.23,40.96,1022.49,93.15,488.82,0.15,0.01,0.07,0.01,10.98,2.09
29.10,50.05,1005.87,51.53,438.66,0.58,0.03,0.56,0.07,19.52,2.29
18.71,39.39,1014.09,62.82,465.57,0.47,0.02,0.30,0.04,16.14,2.18
35.10,68.27,1006.96,43.51,426.30,0.51,0.03,0.81,0.08,23.14,2.36
6.19,41.31,1002.48,88.80,485.08,0.15,0.01,0.07,0.01,11.29,2.07
24.88,71.94,1006.85,87.32,433.30,0.35,0.02,0.28,0.06,11.53,2.32
17.75,49.78,1004.49,100.09,452.02,0.36,0.02,0.18,0.04,10.04,2.22
13.89,41.49,1020.02,86.47,469.60,0.33,0.01,0.16,0.03,11.80,2.17
21.14,58.98,1009.05,94.36,448.31,0.36,0.02,0.22,0.05,10.69,2.25
14.28,42.74,1028.79,70.67,467.22,0.33,0.01,0.20,0.03,14.56,2.20
13.34,40.83,1008.09,85.85,471.82,0.33,0.01,0.16,0.03,11.74,2.14
24.67,68.14,1004.96,58.15,438.40,0.36,0.02,0.42,0.06,17.28,2.29
10.27,42.34,1022.69,92.78,474.55,0.24,0.01,0.11,0.02,11.02,2.16
21.18,60.10,1011.02,78.19,452.39,0.35,0.02,0.27,0.05,12.93,2.23
13.84,44.90,1007.58,63.62,463.27,0.31,0.01,0.22,0.03,15.84,2.17
4.73,41.31,999.77,93.44,486.60,0.11,0.00,0.05,0.01,10.70,2.05
14.22,40.83,1009.20,81.32,469.75,0.35,0.01,0.17,0.03,12.41,2.15
13.09,43.02,1013.17,46.73,470.14,0.30,0.01,0.28,0.03,21.68,2.16
6.58,40.07,1014.22,55.44,493.72,0.16,0.01,0.12,0.01,18.29,2.05
28.57,51.43,1012.02,47.79,450.04,0.56,0.03,0.60,0.06,21.18,2.25
21.54,58.49,1010.85,78.90,449.12,0.37,0.02,0.27,0.05,12.81,2.25
34.30,74.67,1015.98,25.89,427.84,0.46,0.03,1.32,0.08,39.24,2.37
15.24,40.00,1017.34,65.16,454.64,0.38,0.01,0.23,0.03,15.61,2.24
19.41,46.63,1013.23,86.28,452.60,0.42,0.02,0.22,0.04,11.74,2.24
30.50,66.75,1017.55,38.20,432.87,0.46,0.03,0.80,0.07,26.64,2.35
20.68,63.86,1015.73,74.36,447.84,0.32,0.02,0.28,0.05,13.66,2.27
29.53,71.97,1008.60,79.25,434.96,0.41,0.03,0.37,0.07,12.73,2.32
12.72,44.90,1007.60,71.80,463.49,0.28,0.01,0.18,0.03,14.03,2.17
24.44,73.50,1011.49,87.39,437.73,0.33,0.02,0.28,0.06,11.57,2.31
8.00,34.03,1018.98,78.67,487.17,0.24,0.01,0.10,0.02,12.95,2.09
13.92,41.16,1000.98,83.89,454.15,0.34,0.01,0.17,0.03,11.93,2.20
18.85,67.32,1012.91,82.37,446.70,0.28,0.02,0.23,0.04,12.30,2.27
22.48,71.29,1008.15,75.41,444.71,0.32,0.02,0.30,0.05,13.37,2.27
14.10,41.04,1026.11,74.25,465.89,0.34,0.01,0.19,0.03,13.82,2.20
30.22,70.32,1011.63,65.97,435.98,0.43,0.03,0.46,0.07,15.33,2.32
22.45,59.87,1018.92,72.73,445.34,0.37,0.02,0.31,0.05,14.01,2.29
10.82,37.50,1009.23,96.62,473.90,0.29,0.01,0.11,0.02,10.45,2.13
23.56,67.79,1010.14,89.72,441.29,0.35,0.02,0.26,0.05,11.26,2.29
22.33,70.79,1006.02,93.35,436.74,0.32,0.02,0.24,0.05,10.78,2.30
15.11,45.01,1017.01,84.39,462.21,0.34,0.01,0.18,0.03,12.05,2.20
25.90,47.45,1007.80,55.96,443.13,0.55,0.03,0.46,0.06,18.01,2.27
13.56,43.67,1011.34,94.02,467.09,0.31,0.01,0.14,0.03,10.76,2.17
11.03,44.78,1013.16,83.85,470.17,0.25,0.01,0.13,0.02,12.08,2.15
20.47,63.07,1012.79,88.67,451.71,0.32,0.02,0.23,0.05,11.42,2.24
26.37,69.84,1002.71,83.51,428.60,0.38,0.03,0.32,0.06,12.01,2.34
18.95,42.23,1013.01,79.40,462.73,0.45,0.02,0.24,0.04,12.76,2.19
11.39,43.72,1010.91,98.83,467.80,0.26,0.01,0.12,0.02,10.23,2.16
22.73,43.79,1015.61,42.66,460.20,0.52,0.02,0.53,0.05,23.81,2.21
24.40,60.37,1006.77,82.43,440.64,0.40,0.02,0.30,0.06,12.21,2.28
28.28,69.48,1008.56,61.30,428.75,0.41,0.03,0.46,0.07,16.45,2.35
22.84,67.32,1013.77,64.67,438.36,0.34,0.02,0.35,0.05,15.68,2.31
25.09,65.38,1009.99,54.28,453.58,0.38,0.02,0.46,0.06,18.61,2.23
13.32,38.73,1005.37,88.48,472.33,0.34,0.01,0.15,0.03,11.36,2.13
34.10,73.03,1014.01,41.26,437.65,0.47,0.03,0.83,0.08,24.58,2.32
21.11,65.94,1009.83,71.91,448.77,0.32,0.02,0.29,0.05,14.04,2.25
32.21,68.14,1003.34,62.44,426.56,0.47,0.03,0.52,0.08,16.07,2.35
25.77,62.96,1019.86,58.07,442.83,0.41,0.03,0.44,0.06,17.56,2.30
24.42,63.31,1012.64,71.80,438.39,0.39,0.02,0.34,0.06,14.10,2.31
8.28,40.77,1011.55,89.79,480.15,0.20,0.01,0.09,0.02,11.27,2.11
28.18,64.84,1009.22,56.04,443.65,0.43,0.03,0.50,0.06,18.01,2.27
8.09,38.50,1012.99,67.31,484.81,0.21,0.01,0.12,0.02,15.05,2.09
17.37,48.92,1011.91,58.40,455.53,0.36,0.02,0.30,0.04,17.33,2.22
29.12,73.06,1009.98,80.21,434.90,0.40,0.03,0.36,0.07,12.59,2.32
5.82,41.38,1021.06,86.91,492.12,0.14,0.01,0.07,0.01,11.75,2.07
29.45,70.02,1010.28,65.93,437.82,0.42,0.03,0.45,0.07,15.32,2.31
17.47,58.59,1014.03,97.13,449.41,0.30,0.02,0.18,0.04,10.44,2.26
19.51,50.16,1010.33,94.37,448.28,0.39,0.02,0.21,0.04,10.71,2.25
13.82,44.84,1023.72,95.24,467.95,0.31,0.01,0.15,0.03,10.75,2.19
8.61,43.80,1021.90,74.35,478.25,0.20,0.01,0.12,0.02,13.74,2.14
21.28,70.32,1011.06,90.12,439.00,0.30,0.02,0.24,0.05,11.22,2.30
21.47,65.61,1015.92,76.22,447.42,0.33,0.02,0.28,0.05,13.33,2.27
29.55,72.29,1007.94,84.45,430.98,0.41,0.03,0.35,0.07,11.94,2.34
31.09,74.22,1007.56,46.36,430.30,0.42,0.03,0.67,0.07,21.73,2.34
23.75,60.29,1017.36,64.04,449.57,0.39,0.02,0.37,0.05,15.89,2.26
30.25,68.24,1006.58,31.90,432.05,0.44,0.03,0.95,0.07,31.55,2.33
17.51,41.85,1016.25,72.03,465.05,0.42,0.02,0.24,0.04,14.11,2.19
17.22,36.71,1013.77,67.92,465.32,0.47,0.02,0.25,0.04,14.93,2.18
9.22,40.92,1021.83,85.43,474.51,0.23,0.01,0.11,0.02,11.96,2.15
24.48,66.25,1009.42,88.17,441.07,0.37,0.02,0.28,0.06,11.45,2.29
25.26,61.08,1013.68,71.72,447.46,0.41,0.02,0.35,0.06,14.13,2.27
12.34,40.10,1015.77,92.26,470.92,0.31,0.01,0.13,0.03,11.01,2.16
6.75,39.90,1008.30,87.42,484.05,0.17,0.01,0.08,0.01,11.53,2.08
28.29,47.93,1002.60,53.23,437.13,0.59,0.03,0.53,0.06,18.84,2.29
11.09,40.43,1025.47,74.97,490.96,0.27,0.01,0.15,0.02,13.68,2.09
8.51,34.69,1026.96,75.34,481.83,0.25,0.01,0.11,0.02,13.63,2.13
7.71,36.25,1027.92,89.84,481.74,0.21,0.01,0.09,0.02,11.44,2.13
11.80,41.20,1017.18,82.71,475.19,0.29,0.01,0.14,0.02,12.30,2.14
25.76,57.32,1011.93,43.61,440.26,0.45,0.03,0.59,0.06,23.20,2.30
26.53,65.61,1014.29,50.90,442.64,0.40,0.03,0.52,0.06,19.93,2.29
21.29,51.43,1011.31,90.12,452.94,0.41,0.02,0.24,0.05,11.22,2.23
19.64,48.06,1014.81,74.96,455.27,0.41,0.02,0.26,0.04,13.54,2.23
29.45,69.13,1009.30,52.97,432.04,0.43,0.03,0.56,0.07,19.05,2.34
18.24,58.46,1017.38,86.92,449.63,0.31,0.02,0.21,0.04,11.70,2.26
11.23,43.67,1012.57,72.10,475.41,0.26,0.01,0.16,0.02,14.04,2.13
23.15,69.48,1011.07,85.83,436.16,0.33,0.02,0.27,0.05,11.78,2.32
26.49,67.69,1004.61,78.13,430.62,0.39,0.03,0.34,0.06,12.86,2.33
16.64,48.92,1011.55,78.76,452.56,0.34,0.02,0.21,0.04,12.84,2.24
28.51,70.02,1010.58,54.68,441.66,0.41,0.03,0.52,0.06,18.48,2.29
16.64,53.82,1015.13,68.24,459.01,0.31,0.02,0.24,0.04,14.88,2.21
7.32,41.26,1010.11,95.18,482.10,0.18,0.01,0.08,0.02,10.61,2.10
22.72,50.05,1007.00,88.24,444.43,0.45,0.02,0.26,0.05,11.41,2.27
14.05,40.71,1016.36,68.58,465.74,0.35,0.01,0.20,0.03,14.82,2.18
28.52,70.72,1009.64,66.76,437.72,0.40,0.03,0.43,0.07,15.12,2.31
22.20,57.17,1009.82,78.43,447.75,0.39,0.02,0.28,0.05,12.88,2.26
27.93,73.68,1015.41,49.95,435.95,0.38,0.03,0.56,0.06,20.33,2.33
25.42,59.04,1011.98,68.78,444.51,0.43,0.03,0.37,0.06,14.71,2.28
25.03,61.86,1012.84,80.85,439.55,0.40,0.02,0.31,0.06,12.53,2.30
24.85,67.90,1005.90,64.55,445.18,0.37,0.02,0.38,0.06,15.58,2.26
29.03,67.79,1010.67,55.42,444.09,0.43,0.03,0.52,0.07,18.24,2.28
16.50,44.63,1020.58,64.11,458.78,0.37,0.02,0.26,0.04,15.92,2.22
6.86,38.08,1019.62,77.37,486.92,0.18,0.01,0.09,0.01,13.18,2.09
5.70,40.62,1016.07,84.94,482.82,0.14,0.01,0.07,0.01,11.96,2.10
26.71,68.30,1015.07,62.70,436.66,0.39,0.03,0.43,0.06,16.19,2.32
23.79,58.49,1011.00,75.39,445.87,0.41,0.02,0.32,0.05,13.41,2.27
25.11,67.32,1014.49,58.39,441.93,0.37,0.02,0.43,0.06,17.37,2.30
20.55,65.46,1013.87,58.09,448.83,0.31,0.02,0.35,0.05,17.45,2.26
10.66,41.93,1016.12,94.16,479.61,0.25,0.01,0.11,0.02,10.79,2.12
5.11,42.07,1004.28,81.80,486.41,0.12,0.01,0.06,0.01,12.28,2.06
9.87,42.74,1024.61,87.74,470.90,0.23,0.01,0.11,0.02,11.68,2.18
14.39,43.56,1012.97,59.17,469.35,0.33,0.01,0.24,0.03,17.12,2.16
16.96,63.31,1016.42,77.09,454.14,0.27,0.02,0.22,0.04,13.18,2.24
28.61,72.29,1011.61,45.33,446.77,0.40,0.03,0.63,0.06,22.32,2.26
21.31,49.39,1020.18,71.35,455.34,0.43,0.02,0.30,0.05,14.30,2.24
18.32,65.94,1012.74,86.77,450.50,0.28,0.02,0.21,0.04,11.67,2.25
27.11,69.75,1009.74,85.67,433.28,0.39,0.03,0.32,0.06,11.79,2.33
28.50,73.77,1002.82,86.38,431.70,0.39,0.03,0.33,0.07,11.61,2.32
25.44,66.54,1011.90,56.76,437.99,0.38,0.03,0.45,0.06,17.83,2.31
17.03,43.99,1021.50,82.32,460.25,0.39,0.02,0.21,0.04,12.41,2.22
25.32,71.94,1009.94,62.93,435.06,0.35,0.03,0.40,0.06,16.05,2.32
21.58,67.25,1017.39,79.00,446.15,0.32,0.02,0.27,0.05,12.88,2.28
7.64,40.81,1026.67,95.24,483.38,0.19,0.01,0.08,0.02,10.78,2.12
27.02,71.77,1006.38,72.10,428.10,0.38,0.03,0.37,0.06,13.96,2.35
13.58,44.47,1029.91,70.41,467.15,0.31,0.01,0.19,0.03,14.63,2.20
17.69,65.46,1013.72,67.28,448.49,0.27,0.02,0.26,0.04,15.07,2.26
26.51,50.05,1006.75,65.34,440.22,0.53,0.03,0.41,0.06,15.41,2.29
19.48,58.79,1017.60,88.72,450.55,0.33,0.02,0.22,0.04,11.47,2.26
14.79,38.73,999.83,86.45,470.28,0.38,0.01,0.17,0.03,11.57,2.13
20.65,50.59,1016.22,68.57,455.24,0.41,0.02,0.30,0.05,14.82,2.23
10.53,41.26,1007.48,98.74,475.96,0.26,0.01,0.11,0.02,10.20,2.12
8.20,41.14,1025.24,96.26,474.04,0.20,0.01,0.09,0.02,10.65,2.16
11.73,40.64,1020.68,96.98,477.06,0.29,0.01,0.12,0.02,10.52,2.14
26.11,47.43,1009.01,56.09,445.36,0.55,0.03,0.47,0.06,17.99,2.27
21.09,50.90,1012.42,69.09,456.09,0.41,0.02,0.31,0.05,14.65,2.22
24.08,49.30,1003.23,70.42,443.46,0.49,0.02,0.34,0.05,14.25,2.26
24.20,63.21,1012.25,79.86,449.03,0.38,0.02,0.30,0.05,12.68,2.25
28.73,50.05,1005.79,52.40,436.35,0.57,0.03,0.55,0.07,19.19,2.31
6.17,41.31,1002.49,87.59,481.27,0.15,0.01,0.07,0.01,11.45,2.08
17.94,37.20,1012.64,68.11,467.65,0.48,0.02,0.26,0.04,14.87,2.17
12.74,39.13,1008.19,94.81,468.57,0.33,0.01,0.13,0.03,10.63,2.15
26.51,44.57,1007.56,52.23,445.32,0.59,0.03,0.51,0.06,19.29,2.26
20.97,44.63,1007.64,73.69,453.26,0.47,0.02,0.28,0.05,13.67,2.22
23.84,68.94,1007.45,71.35,436.05,0.35,0.02,0.33,0.05,14.12,2.31
23.51,57.32,1012.55,53.60,444.58,0.41,0.02,0.44,0.05,18.89,2.28
22.85,47.43,1008.13,66.36,448.15,0.48,0.02,0.34,0.05,15.19,2.25
24.84,59.22,1013.18,83.08,442.70,0.42,0.02,0.30,0.06,12.20,2.29
24.70,44.57,1008.24,57.62,444.65,0.55,0.02,0.43,0.06,17.50,2.27
18.46,42.18,1001.47,97.61,458.67,0.44,0.02,0.19,0.04,10.26,2.18
24.61,62.96,1020.10,63.83,445.79,0.39,0.02,0.39,0.06,15.98,2.29
15.54,41.23,995.45,83.73,463.06,0.38,0.02,0.19,0.03,11.89,2.15
15.70,42.99,1007.51,76.05,464.59,0.37,0.02,0.21,0.03,13.25,2.17
27.18,64.44,1012.81,61.27,440.30,0.42,0.03,0.44,0.06,16.53,2.30
11.02,39.96,1025.64,93.58,467.41,0.28,0.01,0.12,0.02,10.96,2.19
14.56,53.82,1016.37,64.46,463.64,0.27,0.01,0.23,0.03,15.77,2.19
29.00,77.54,1011.33,75.13,431.37,0.37,0.03,0.39,0.07,13.46,2.34
15.34,41.23,996.87,86.56,465.16,0.37,0.02,0.18,0.03,11.52,2.14
25.42,69.71,1009.29,82.50,435.59,0.36,0.03,0.31,0.06,12.23,2.32
29.63,69.71,1009.04,67.26,435.27,0.43,0.03,0.44,0.07,15.00,2.32
10.38,43.02,1013.37,78.53,474.44,0.24,0.01,0.13,0.02,12.90,2.14
23.55,58.79,1010.78,78.47,447.01,0.40,0.02,0.30,0.05,12.88,2.26
8.07,41.17,1019.40,86.43,484.54,0.20,0.01,0.09,0.02,11.79,2.10
28.19,67.45,1013.97,49.76,434.77,0.42,0.03,0.57,0.06,20.38,2.33
16.41,44.92,1024.27,84.16,462.12,0.37,0.02,0.19,0.04,12.17,2.22
18.14,49.78,1002.95,100.09,451.44,0.36,0.02,0.18,0.04,10.02,2.22
28.79,70.79,1003.83,65.90,425.64,0.41,0.03,0.44,0.07,15.23,2.36
4.47,35.19,1018.78,92.68,487.43,0.13,0.00,0.05,0.01,10.99,2.09
28.20,66.75,1018.35,60.18,433.46,0.42,0.03,0.47,0.07,16.92,2.35
11.97,42.32,1016.95,88.32,467.98,0.28,0.01,0.14,0.03,11.51,2.17
22.30,74.87,1009.69,86.18,442.78,0.30,0.02,0.26,0.05,11.72,2.28
23.89,48.41,1010.48,62.31,441.83,0.49,0.02,0.38,0.05,16.22,2.29
10.32,38.91,1012.11,81.49,479.17,0.27,0.01,0.13,0.02,12.42,2.11
6.05,42.85,1013.09,91.88,485.02,0.14,0.01,0.07,0.01,11.03,2.09
27.78,68.67,1005.59,59.17,439.92,0.40,0.03,0.47,0.06,16.99,2.29
7.06,41.74,1021.95,90.38,448.97,0.17,0.01,0.08,0.02,11.31,2.28
10.79,39.82,1012.89,88.25,479.92,0.27,0.01,0.12,0.02,11.48,2.11
11.70,25.36,1008.65,92.11,470.88,0.46,0.01,0.13,0.02,10.95,2.14
20.37,52.05,1012.34,62.57,456.11,0.39,0.02,0.33,0.04,16.18,2.22
7.61,38.06,1021.16,83.22,484.14,0.20,0.01,0.09,0.02,12.27,2.11
23.27,67.90,1006.17,71.01,447.25,0.34,0.02,0.33,0.05,14.17,2.25
21.94,58.79,1010.30,88.21,447.52,0.37,0.02,0.25,0.05,11.45,2.26
10.02,42.44,1014.57,99.16,478.50,0.24,0.01,0.10,0.02,10.23,2.12
25.61,67.69,1009.22,68.76,437.78,0.38,0.03,0.37,0.06,14.68,2.31
22.61,45.38,1013.92,62.91,459.53,0.50,0.02,0.36,0.05,16.12,2.21
28.61,70.36,1006.95,73.06,440.16,0.41,0.03,0.39,0.06,13.78,2.29
12.57,41.79,1014.99,87.80,461.88,0.30,0.01,0.14,0.03,11.56,2.20
28.78,60.07,1014.54,49.03,439.74,0.48,0.03,0.59,0.07,20.69,2.31
5.66,39.42,1024.70,78.52,482.11,0.14,0.01,0.07,0.01,13.05,2.13
7.94,40.56,1023.25,80.84,488.01,0.20,0.01,0.10,0.02,12.66,2.10
4.56,40.27,1011.13,80.24,493.87,0.11,0.00,0.06,0.01,12.60,2.05
18.59,65.06,1015.75,80.72,450.40,0.29,0.02,0.23,0.04,12.58,2.26
22.39,48.14,1014.56,64.31,448.58,0.47,0.02,0.35,0.05,15.78,2.26
11.84,40.05,1014.54,86.78,473.82,0.30,0.01,0.14,0.02,11.69,2.14
26.90,60.93,1007.10,67.32,435.87,0.44,0.03,0.40,0.06,14.96,2.31
30.20,71.85,1008.25,59.10,425.21,0.42,0.03,0.51,0.07,17.06,2.37
27.19,62.91,1011.57,53.66,444.80,0.43,0.03,0.51,0.06,18.85,2.27
7.96,38.91,1016.35,89.17,482.17,0.20,0.01,0.09,0.02,11.40,2.11
8.37,40.92,1021.82,86.03,476.02,0.20,0.01,0.10,0.02,11.88,2.15
30.20,69.59,1008.90,67.32,434.66,0.43,0.03,0.45,0.07,14.99,2.32
23.81,60.08,1017.29,62.66,450.33,0.40,0.02,0.38,0.05,16.24,2.26
23.53,72.24,1010.84,94.33,436.69,0.33,0.02,0.25,0.05,10.72,2.31
16.09,65.46,1013.84,85.52,454.88,0.25,0.02,0.19,0.04,11.86,2.23
11.63,41.50,1013.60,87.11,477.30,0.28,0.01,0.13,0.02,11.64,2.12
17.10,62.10,1020.39,93.63,453.40,0.28,0.02,0.18,0.04,10.90,2.25
13.77,42.86,1012.86,88.83,471.94,0.32,0.01,0.16,0.03,11.40,2.15
28.14,51.43,1012.16,52.67,445.33,0.55,0.03,0.53,0.06,19.22,2.27
23.46,73.18,1012.07,88.14,438.62,0.32,0.02,0.27,0.05,11.48,2.31
23.85,72.43,1008.01,88.34,439.02,0.33,0.02,0.27,0.05,11.41,2.30
13.33,40.64,1020.92,91.47,474.07,0.33,0.01,0.15,0.03,11.16,2.15
15.61,40.89,1010.48,80.26,467.30,0.38,0.02,0.19,0.03,12.59,2.16
25.08,58.49,1011.10,64.47,446.90,0.43,0.02,0.39,0.06,15.68,2.26
12.73,37.73,1021.89,61.76,470.89,0.34,0.01,0.21,0.03,16.55,2.17
22.74,61.87,1009.66,55.03,444.59,0.37,0.02,0.41,0.05,18.35,2.27
16.58,43.99,1021.81,79.29,458.67,0.38,0.02,0.21,0.04,12.89,2.23
